date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:42:19	17996/17996	U--MCZ	200	updated ('OK')	text/html	etag:%22161d33-464c-5466bbf1317c0-gzip%22	http://math.iisc.ac.in/seminars2017/jan11.htm	math.iisc.ac.in/seminars2017/jan11.html	(from http://math.iisc.ac.in/seminars2017/)
15:42:19	17356/17356	U--MCZ	200	updated ('OK')	text/html	etag:%22161d30-43cc-5453e13f21da8-gzip%22	http://math.iisc.ac.in/seminars2017/jan18.htm	math.iisc.ac.in/seminars2017/jan18.html	(from http://math.iisc.ac.in/seminars2017/)
15:42:19	17683/17683	U--MCZ	200	updated ('OK')	text/html	etag:%22161d2a-4513-5466ba2d81a55-gzip%22	http://math.iisc.ac.in/seminars2017/jan20.htm	math.iisc.ac.in/seminars2017/jan20.html	(from http://math.iisc.ac.in/seminars2017/)
15:42:19	401/401	---M-Z	200	added ('OK')	image/gif	etag:%22160498-191-464c538601b00-gzip%22	http://math.iisc.ac.in/images/lnk-degree1.gif	math.iisc.ac.in/images/lnk-degree1.gif	(from http://math.iisc.ac.in/)
15:42:19	17645/17645	U--MCZ	200	updated ('OK')	text/html	etag:%22161d26-44ed-548192a26efc1-gzip%22	http://math.iisc.ac.in/seminars2017/jan31.htm	math.iisc.ac.in/seminars2017/jan31.html	(from http://math.iisc.ac.in/seminars2017/)
15:42:20	434/434	---M-Z	200	added ('OK')	image/gif	etag:%221604ba-1b2-464c538601b00-gzip%22	http://math.iisc.ac.in/images/lnk-nbhm1.gif	math.iisc.ac.in/images/lnk-nbhm1.gif	(from http://math.iisc.ac.in/)
15:42:20	18057/18057	U--MCZ	200	updated ('OK')	text/html	etag:%22161d48-4689-553f003c7c277-gzip%22	http://math.iisc.ac.in/seminars2017/jul03.htm	math.iisc.ac.in/seminars2017/jul03.html	(from http://math.iisc.ac.in/seminars2017/)
15:42:20	1079/1079	---M-Z	200	added ('OK')	image/gif	etag:%22160499-437-464c538601b00-gzip%22	http://math.iisc.ac.in/images/lnk-eprint.gif	math.iisc.ac.in/images/lnk-eprint.gif	(from http://math.iisc.ac.in/)
15:42:21	17704/17704	U--MCZ	200	updated ('OK')	text/html	etag:%22161d42-4528-553f38bcd2995-gzip%22	http://math.iisc.ac.in/seminars2017/jul12.htm	math.iisc.ac.in/seminars2017/jul12.html	(from http://math.iisc.ac.in/seminars2017/)
15:42:21	388/388	---M-Z	200	added ('OK')	image/gif	etag:%221604e3-184-464c538601b00-gzip%22	http://math.iisc.ac.in/images/lnk-upevents1.gif	math.iisc.ac.in/images/lnk-upevents1.gif	(from http://math.iisc.ac.in/)
15:42:21	17720/17720	U--MCZ	200	updated ('OK')	text/html	etag:%22161d47-4538-553eed9121b8e-gzip%22	http://math.iisc.ac.in/seminars2017/jun06.htm	math.iisc.ac.in/seminars2017/jun06.html	(from http://math.iisc.ac.in/seminars2017/)
15:42:21	439/439	---M-Z	200	added ('OK')	image/gif	etag:%221604d9-1b7-464c5386f5d40-gzip%22	http://math.iisc.ac.in/images/lnk-resproj1.gif	math.iisc.ac.in/images/lnk-resproj1.gif	(from http://math.iisc.ac.in/)
15:42:22	18100/18100	U--MCZ	200	updated ('OK')	text/html	etag:%22161c83-46b4-553eebd8dcfac-gzip%22	http://math.iisc.ac.in/seminars2017/jun14.htm	math.iisc.ac.in/seminars2017/jun14.html	(from http://math.iisc.ac.in/seminars2017/)
15:42:22	369/369	---M-Z	200	added ('OK')	image/gif	etag:%221604d5-171-464c5386f5d40-gzip%22	http://math.iisc.ac.in/images/lnk-rellinks1.gif	math.iisc.ac.in/images/lnk-rellinks1.gif	(from http://math.iisc.ac.in/)
15:42:22	19201/19201	U--MCZ	200	updated ('OK')	text/html	etag:%22161d43-4b01-552493f2741da-gzip%22	http://math.iisc.ac.in/seminars2017/jun19.htm	math.iisc.ac.in/seminars2017/jun19.html	(from http://math.iisc.ac.in/seminars2017/)
15:42:23	356/356	---M-Z	200	added ('OK')	image/gif	etag:%22160491-164-479bb006f9300-gzip%22	http://math.iisc.ac.in/images/lnk-career1.gif	math.iisc.ac.in/images/lnk-career1.gif	(from http://math.iisc.ac.in/)
15:42:23	339/339	---M-Z	200	added ('OK')	image/gif	etag:%22160494-153-464c53850d8c0-gzip%22	http://math.iisc.ac.in/images/lnk-conus1.gif	math.iisc.ac.in/images/lnk-conus1.gif	(from http://math.iisc.ac.in/)
15:42:23	17148/17148	U--MCZ	200	updated ('OK')	text/html	etag:%22161d36-42fc-54c5060067515-gzip%22	http://math.iisc.ac.in/seminars2017/mar28.htm	math.iisc.ac.in/seminars2017/mar28.html	(from http://math.iisc.ac.in/seminars2017/)
15:42:23	17401/17401	U--MCZ	200	updated ('OK')	text/html	etag:%22161d3b-43f9-54f10153675f3-gzip%22	http://math.iisc.ac.in/seminars2017/may09.htm	math.iisc.ac.in/seminars2017/may09.html	(from http://math.iisc.ac.in/seminars2017/)
15:42:24	792/792	---M-Z	200	added ('OK')	image/gif	etag:%221604dc-318-4b753885ff040-gzip%22	http://math.iisc.ac.in/images/lnk-seminar1.gif	math.iisc.ac.in/images/lnk-seminar1.gif	(from http://math.iisc.ac.in/)
15:42:24	17770/17770	U--MCZ	200	updated ('OK')	text/html	etag:%22161d15-456a-54fd9f0b06b9c-gzip%22	http://math.iisc.ac.in/seminars2017/may18.htm	math.iisc.ac.in/seminars2017/may18.html	(from http://math.iisc.ac.in/seminars2017/)
15:42:24	343/343	---M-Z	200	added ('OK')	image/gif	etag:%221604c7-157-464c5386f5d40-gzip%22	http://math.iisc.ac.in/images/lnk-pastevents1.gif	math.iisc.ac.in/images/lnk-pastevents1.gif	(from http://math.iisc.ac.in/)
15:42:25	6057/6057	U--M-Z	200	updated ('OK')	text/html	date:Wed,%2030%20Aug%202017%2010:57:32%20GMT	http://math.iisc.ac.in/seminars2017/?C=S;O=D	math.iisc.ac.in/seminars2017/index5851.html	(from http://math.iisc.ac.in/seminars2017/?C=S;O=A)
15:42:25	6057/6057	U--M-Z	200	updated ('OK')	text/html	date:Wed,%2030%20Aug%202017%2010:57:32%20GMT	http://math.iisc.ac.in/seminars2017/?C=M;O=D	math.iisc.ac.in/seminars2017/index72c9.html	(from http://math.iisc.ac.in/seminars2017/?C=M;O=A)
15:42:25	6057/6057	U--M-Z	200	updated ('OK')	text/html	date:Wed,%2030%20Aug%202017%2010:57:32%20GMT	http://math.iisc.ac.in/seminars2017/?C=N;O=A	math.iisc.ac.in/seminars2017/indexb70a.html	(from http://math.iisc.ac.in/seminars2017/?C=N;O=D)
15:42:25	541/541	---M-Z	200	added ('OK')	image/gif	etag:%221604a4-21d-464c538601b00-gzip%22	http://math.iisc.ac.in/images/lnk-iisctifr-home1.gif	math.iisc.ac.in/images/lnk-iisctifr-home1.gif	(from http://math.iisc.ac.in/)
15:42:26	6057/6057	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Aug%202017%2010:57:33%20GMT	http://math.iisc.ac.in/seminars2017/?C=D;O=D	math.iisc.ac.in/seminars2017/indexad3f.html	(from http://math.iisc.ac.in/seminars2017/?C=D;O=A)
15:42:26	1748/1748	U--M-Z	200	updated ('OK')	text/css	etag:%22161218-6d4-464c53bb69900-gzip%22	http://math.iisc.ac.in/scripts/mathdept.css	math.iisc.ac.in/scripts/mathdept.css	(from http://math.iisc.ac.in/)
15:42:26	3594/3594	---MCZ	200	added ('OK')	image/gif	etag:%221604f4-e0a-464c53850d8c0-gzip%22	http://math.iisc.ac.in/images/title.gif	math.iisc.ac.in/images/title.gif	(from http://math.iisc.ac.in/)
15:42:27	299/299	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Aug%202017%2010:57:34%20GMT	http://math.iisc.ac.in/image/lnk-events.gif	math.iisc.ac.in/image/lnk-events.html	(from http://math.iisc.ac.in/)
15:42:27	13210/13210	---MCZ	200	added ('OK')	text/html	etag:%221603dd-339a-4b923cdb49340-gzip%22	http://math.iisc.ac.in/funding_agen.htm	math.iisc.ac.in/funding_agen.html	(from http://math.iisc.ac.in/)
15:42:27	16792/16792	---MCZ	200	added ('OK')	image/jpeg	etag:%22160477-4198-464c53850d8c0-gzip%22	http://math.iisc.ac.in/images/home-bldg4.jpg	math.iisc.ac.in/images/home-bldg4.jpg	(from http://math.iisc.ac.in/)
15:42:27	1450/1450	---MCZ	200	added ('OK')	image/gif	etag:%2216047b-5aa-464c5386f5d40-gzip%22	http://math.iisc.ac.in/images/home-joinus.gif	math.iisc.ac.in/images/home-joinus.gif	(from http://math.iisc.ac.in/)
15:42:28	23579/23579	---MCZ	200	added ('OK')	text/html	etag:%221603d8-5c1b-52f592e0942c8-gzip%22	http://math.iisc.ac.in/fac-pos.htm	math.iisc.ac.in/fac-pos.html	(from http://math.iisc.ac.in/)
15:42:28	1871/1871	---M-Z	200	added ('OK')	image/gif	etag:%2216047d-74f-4f370ec4e27a4-gzip%22	http://math.iisc.ac.in/images/home-phdprog.gif	math.iisc.ac.in/images/home-phdprog.gif	(from http://math.iisc.ac.in/)
15:42:28	17179/17179	---MCZ	200	added ('OK')	text/html	etag:%22161d4c-431b-5563e6eea635d-gzip%22	http://math.iisc.ac.in/degprog.htm	math.iisc.ac.in/degprog.html	(from http://math.iisc.ac.in/)
15:42:28	11034/11034	---M-Z	200	added ('OK')	image/jpeg	etag:%22160485-2b1a-464c538601b00-gzip%22	http://math.iisc.ac.in/images/imgs-toprght.jpg	math.iisc.ac.in/images/imgs-toprght.jpg	(from http://math.iisc.ac.in/)
15:42:29	26275/26275	---MCZ	200	added ('OK')	text/html	etag:%22161d3c-66a3-5564b44672f57-gzip%22	http://math.iisc.ac.in/scrollnews.html	math.iisc.ac.in/scrollnews.html	(from http://math.iisc.ac.in/)
15:42:29	15758/15758	---MCZ	200	added ('OK')	text/html	etag:%22161d32-3d8e-5563e67f79c2a-gzip%22	http://math.iisc.ac.in/intro.htm	math.iisc.ac.in/intro.html	(from http://math.iisc.ac.in/)
15:42:29	307/307	---M-Z	200	added ('OK')	image/gif	etag:%221604ad-133-464c5386f5d40-gzip%22	http://math.iisc.ac.in/images/lnk-intro.gif	math.iisc.ac.in/images/lnk-intro.gif	(from http://math.iisc.ac.in/)
